text,label
BC Pakistaniyo sy apni politics sambhali nai jati or Trump ko farig karwanay k chakaron main par gaye hain  #JustPakistaniMediaThings,0
Kahe ka bollywood.....koi bulata bhi hai tuze? Tu hi bhag bhag unwanted aur useless opinion deta firta hai attention paane ke liye...Bhikari,0
"kya baat hai, kaam dhandha chod kar cricket ke peeche pad gaya.",0
"IK jis shadi main gaya hai wahan ranveer singh, anil kapoor aur bollywood ke log aye thay.  Patwarion ko abhi pata nahi chala shayed",0
desh m dharm k naam pe bharkane wale apni seat k liye ye  fasaad karte h .aaj desh ko sab se jyada luta h to in gandi politics ke netao ne .,0
Triple talaq ke wajah ke teri aurat bhi modi ko like karti hei,0
Aap bataiye divorce aur kis ke liye liya jaata hai. Ya divorce bollywood me normal hai.,0
"Free hit pe bhi hage Mahila, #irony hai :P",0
Triple talaq ka kya hua?,0
5 saal baad bhi yahi hall rehega. Ye cricket nahi kursi ke liye log apna pura dum laga dete hai. Sayad yogi ji se kuch ho aisa umeed hai.,0
"Pranaam acharya ji, yeh spirituality chhod ke politics ki gandagi me kyu fans rahe ho aap?",0
I Hope k pak me naya ujala aaeye ga cricket ki ronaqen ik baar phir se bahaal hongi,0
Tuje pata Hai kolkta sonagachi main 90% prostitute Teri bahan hai Jo triple talaq or hallala or suvaro ki tarah 10 bachee hone ki wajah se,0
Jaane kitne labon par gile hai... #irony,1
"Kya ram-rahim naam ke gunde ke bhakto ko manmarji karne dena bhi vote bank ki politics nahi he, dallo chup kyu ho,jo mamta kare to rajniti.",0
Biwi se triple talaq le sakte ho aap ab,0
"Triple talaq: Why Sonia Gandhi, Mayawati, Mamata Banerjee are silent, asks Ravi Shankar Prasad",0
Iska credit Imran khan ko jata hai jis nay struggle ki awam ko awareness di 2013 say phlay to mujh jaisay politics main interested nhe thay,0
@onlyskr chalo aab yeh din bhi dekhenge..#Irony #GandhiJayanti pe @NilimDutta ka bhashan.,1
"Kashmir toh chalta rahega sir, triple talaq ka bhi kuch batao",0
@ChupKerOye Kitni buri baat hai. Huh! Pashto hoke pashto nahi ati. #Sarcasm lolz :P,1
#Bollywood #Desi #Hottie Archana Vijayapic.twitter.com/s4mY6rOXl2,0
Chahe triple talaq ho ya teen talaq jo bhi ho wo court ke jariye hi na k kisi maulana k @sardanarohit,0
Ye Jo rahila parveen itni active dikh Rahi hai kya inhone triple talaq aur halala pe bhi kuch bola hai kya?,0
Dimag he kya kya bol raha he kuch bhi koi  sense he kya ? virat kohli ki compare Na kar bhai thoda dimag laga cricket me,0
Kyo be Triple Talaq ban see shock lag Gaya. Arabi Sheikh ke talve chatne ki aukhaat h teri wahi reh,0
"witnessing ettihasik Muslim women's independence day,0.03%ke aankde ne de diya TALAQ/TALAQ/TALAQ sabhi jawalant muddon ko#TripleTalaq",0
Ek k baad ek bade or etihasik verdict....Bharatiya nayaypalika ko jaise hawa lag gyi ho..... #triple_talaq #right2privacy #msgverdict,0
"@thecomicproject Rajasthan says ""Padharo mare desh"" and bans #Rushdie. #Irony #ForgettingRoots",0
"Koi inhe puche ye votebank politics nai kar rahe tobkya kare hain,  khattae??",0
"#Lahore: #World Eleven Ki Aamad #PAK Mai Aalmi Cricket K Liye Aham Qadam Hy, Yeh #Cricket Se Kahien Barh Kar Hy: Chairman #PCB Najam Sethi",0
@narendramodi #TripleTalaq mahaz agaaz hei aur uniform civil code kishmat e Anzaam,0
"Jab desh me halala, triple talaq , 5 shadi ye 18-20 bacche paida karna kuch log band kar denge",0
Ye saala rapist hai. House arrest kro isko bhe #bollywood waale Kahn gye.,0
"AFTER 11/03 hamare yaha light ki itni problem badh gyi h ,,, jaise #modi ne U.P. nhi hamara ghr jeet liya ho #Sarcasm",1
Is murkh ne to aisi galati ki apni economy 7.9 se + ja rahi thi...lkn chutiyapa ki wajah se aaj 6.4 ho gyi. Haal Cricket k ranking jaisa h,0
"Politics ko aaj tk ham samajh nahi ske,aur smjhna bhi nahin chaahate hai,kab ye neta ek ho jaye.",0
Cricket News Jo Humare Sath Nahi Khelna Chahte Un Ka Apna Nuqsan Hai Najam Setthi #Sufyan Gulzar,0
Constitution me to jihad aur beef khana bhi nhi likha... triple talaq bji nhi likha...!!!,0
khawaja shb sharam krain is par bhee politics aap ka leader london ku elaj krata hai,0
@karishmakhehra chitt bhi apni patt bhi apni #Sarcasm,0
What happend to TRIPLE TALAQ....public ko murkh banaya channel ki trp badhai aur khisak liye kyuki ye alpsankhyak ka mamla tha?????,0
Rehne dijiye Jayeshji.  Ab toh aunty seedha Induji se politics/diplomacy seekhenge. Book likh k gurudakshina advance mei de diya gaya hai!,0
Khitaab mey Jashn e Azaadi ki baatein horahim ya aaj kal ki politics ki?,0
"Hindustani jaisa bhi ho, usse do cheezein bilkul pasand nahin ... ek hai cricket mein haar ... doosra apne desh pe vaar",0
abi naye naye bache hai Politics mai Garam khoon hai..kuch din Mehnat krenge phr thak har k baith jayenge or phr yhi Modi ji ko vote denge,0
Holi aa gyi  . . . Ab Bura na mano Holi Bolke  Sab apni tharak nikalenge  #sarcasm #holi #nooffensse @SarcasmHubb,1
Main sports ko politics mein involve nahi kar raha bhai aur terrorism ab bahut kam hai matlab abhi bhi hai na? Yeh cheez khatm karo pehle!,0
"HALALA,TRIPLE TALAQ,CHAAR BEEWIYAN,72 HOOREIN,BESHARMI,JAHAALAT,QATL KARNE KI AAZAADI- yeh suvidhaayen kisi aur dharam mein nahin hain.",0
Ye politics walle sirf bhasan hi de sakte hai karna kuch nai Aatta inhe pehle se karne me path Rahi thi @rajnathsingh #RamRahimVerdictpic.twitter.com/2HcCyDJoMy,0
@mariablanc0 pc pe my sis ne qabza kia va hai. laptop to ja chuka hai. qmobile se change nahi hoti and tum b dramay kar rahi ho #irony #sad,0
Bohot achi baat hai ke itne saal baad pakistan mai dobara cricket ke matches ho rahe hain,0
yeh wohi log jo triple talaq ke piye chaati peetrahe the...saale hijde,0
Kya sir aap log hi politics me pis kar chatni banate ho aur aap hi kahto ho desh bachao,0
Kabhi Geeta aur kabhi Quraan ke liye ladte ho ~ Aur jo sadko par thand aur bhookh se mar rahe hein ~ Unhe dekh ke bhi Ignore karte ho #Irony,1
#Cricket_News: Umar Akmal Aur Kamran Akmal Ko Har Iss Coach Se Takleef Hai Jo Inhain Na Khilai....* #WaqarYounis,0
Na Bhai na. Tumse na ho payegi. Tum triple talaq ka case Lado,0
Bibi ...Ye referendum koi Triple talaq ya Halala nahi hai hai jo koi bhi aira gaira Mulla karwa de....Read the UN resolution first,0
#TripleTalaq Socha Ki Mein tweet karo lekin Phir Socha Ki Jis ki Khud ki shadi nahi hui ho usse triple Talaq par nahi bolna chahiye,0
"Triple Talaq astha ka nahi balki vyavastha ka sawal hai,  aur ye avyavstha sudharni chayiye aur Triple talaqT band hona chayiye.",0
Triple talaq ki sulgi huyi bujhi nahi abhi tak ... Isliye mauka milte hi bjp ko ragad do ...,0
"""modi je triple talaq bola hi aur godi media debate karane lagi """,0
#Star Bharat bahut trailer katwa raha hai# #bollywood#,0
"TUTI Patriots 110/3 (15.0), Karthik 13(14), SP Nathan 11(7), Last Wkt Abhinav Mukund c Sathish b Arun Kumar 41(38)  #TPvCSG #Cricket",0
#TripleTalaq   Haha modi hater..agar modi holds ki aaj se koi khule me sauch nai karega to madam ji turant train ki patri ke pas chali jaegi,0
"I sing this in #sarcasm: Mujhe tum se pyar nahi hai, ja rey jaaa, ja rey jaaaa :-(",0
Bollywood ke Shensha @SrBachchan  wasap aagaye hai #KBC lekar zaroor dekhna aaj raat 9 baje sirf @SonyTV pe....,0
Triple talaq ko MULLA nahi khatm honay dete...get a brain!,0
#TripleTalaq it's written in ramayan tht ram lalla was born in ayodhya so why not make a ram mandir in ayodhya...  2/2,0
@NitishKumar ji #TripleTalaq #Halala ban kyon nahin? Kya jihadi dons se darte hain? Ya jihadpremi@laluprasadRjd social mov. ispe chalaiye,0
Haha cricket wapis laane ka shauq charha hua hai koi dhang ke stadium bana lein pehle,0
"Chodo issey, ye ch****a hai. Politics ke liye ye ganza hua hai",0
"""Suraj hua maddham, chand jalne laga aasman yeh haye kyoon pighalne laga..""  PART-1 #K3G #SRK #SRKajol #TheBestOfSRK #Bollywood pic.twitter.com/fn0qeArCn9",0
bhai bade sophisticated way me hindi bhasha ki khilli udayi hai iss film me. urdufilm ind bollywood hindi ko destroy karne me  villain hai,0
#Pakistan main #Cricket Jab k #India main Rona Dhona Jaari hai ...  #PAKvWXI #CricektKiHalalala #PAKvWorldXI #quaideazampic.twitter.com/W6pree2dI7,0
Bichara khuch is aada se ke rut hi badal gai...! Ek shaks cricket ko veeran kar gaya...!  #ThankYouAfridi  @SAfridiOfficialpic.twitter.com/UAAIMgtQIv,0
India ka politics hi kharab hai.. jis ki sarkar me gau ko insan se jada value diya jata h.. us sarkar se ummid v kya kar sakte hai.,0
@imVkohli Gilli Danda Galiyon me khelo. Cricket tumhare bas ki nahee.,0
I see since 2014 all running away. Ram Mandir Ban gaya?Triple Talaq ho gaya?6cr jobs milgaye?Kiasaan khush ho gaya?bharat swacchh ho gaya?,0
"Haha #Irony ""@Ibne_Ghazi: @iAafaq_Ahmad Yahoo pe Jane kaliye Bhi Google pe jana padta hai:)""",1
Mamta banerji ne jo kiya hai yah galat hai Ye surf vote bank politics hai,0
"Bhai Sarju ji rotiyaa seekh re hn lashoo pe, ye congress k khoon mein ha   ense kch ho ni paya aur ab politics krege ..",0
Aur triple Talaq ki tarz par muslim aurato ke vote lene ke baad shagun ke naam par ladkiyo ke vote bhi,0
"Perera ko koi batao ke cricket wapis laani hai Pakistan mai, khatam naee karwani khabees shaks.",0
Itna hungama to #TripleTalaq par muslims me bhi nahi hua.. Jitna #RamRahimVerdict par Dharamguruao me ho raha h.. #CongressWithRamRahim,0
"Jitni #honesty log #Sarahah Par dikha rahe hai,Agar politics join karke vaha dikhaye..   Sach me #Desh badal ne me der nahi lagegi    #JstV4",0
"Bihar me avi kaise Politics ho rahi kisi pata nahi,ek taraf Janata flood SE paresan hai or dusare taraf apana rajniti banane lage hue hai...",0
"Tumhar paas koi kaam nahi Hai Kya ?# Cricket bulshit # hero bana ke rakha Hai cricketers ko ,Paisa band Karo fir dekho Kya koi khelega?",0
Bollywood me prem kuch zyada hi hai. Aur bahar sab chutiya hain,0
@GuptRogue aisa nahi hai. Ham gareeb log use karte hein :P #sarcasm,0
"Spath ghrahan k manch taiyaar tha.... Aur pahuch gyi jail... This is what , we call #irony..",1
kewal politics ho rahi hai Manyawar aur aap bhi ????,0
Pehele log truck ke aage chappal latkate and they aur aajkal log apni gaadi ke pichhe soft toys rakhte hain! #Irony,1
@karanjohar @SrBachchan karan bhaji kuch bhi ho kaghna ranaut ne bollywood ki puri pol khol di hai  logo ko sach pasand hai,0
